Student_ID,Class,Age,Gender,Income,Caste,Parents_Edu,Parents_Occ,HH_Size,First_Gen,Electricity,Internet,Distance_km,Transport,Total_Days,Days_Present,Attendance_%,Monthly_Avg_Att,Prev_%,Midday,Scholarship,Tuition
MR00421,9,14,Female,15000,General,Secondary,Labourer,7,No,No,No,2,Yes,220,153,69.5,69,63,Yes,No,No
MR00422,6,11,Male,18000,OBC,Secondary,Clerk,8,No,No,Yes,4,No,220,142,64.5,64,70,Yes,Yes,No
MR00423,6,11,Male,6000,OBC,Secondary,Shopkeeper,4,No,Yes,No,1,Yes,220,140,63.6,63,42,Yes,Yes,No
MR00424,9,14,Male,8000,General,Primary,Labourer,4,Yes,No,No,7,Yes,220,148,67.3,67,45,Yes,No,Yes
MR00425,7,12,Male,18000,OBC,None,Shopkeeper,6,No,No,No,5,Yes,220,154,70,70,44,Yes,No,Yes
MR00426,8,13,Female,15000,SC,Primary,Shopkeeper,7,No,Yes,No,3,Yes,220,176,80,80,71,Yes,No,Yes
MR00427,6,11,Male,15000,General,None,Farmer,5,Yes,Yes,No,3,Yes,220,209,95,95,43,Yes,No,No
MR00428,9,14,Male,5000,OBC,Secondary,Shopkeeper,5,Yes,No,No,3,Yes,220,204,92.7,92,48,Yes,Yes,Yes
MR00429,10,15,Female,8000,ST,Primary,Labourer,5,No,No,Yes,1,Yes,220,205,93.2,93,70,Yes,Yes,No
MR00430,10,15,Female,6000,SC,None,Clerk,7,Yes,Yes,Yes,7,Yes,220,145,65.9,65,62,Yes,No,No
MR00431,9,14,Female,6000,General,Graduate,Clerk,4,Yes,No,Yes,1,Yes,220,133,60.5,60,67,Yes,Yes,No
MR00432,10,15,Male,7000,General,Primary,Labourer,6,Yes,Yes,No,1,Yes,220,163,74.1,74,55,Yes,Yes,No
MR00433,7,12,Female,5000,General,Primary,Clerk,7,Yes,Yes,Yes,7,No,220,175,79.5,79,57,Yes,No,No
MR00434,6,11,Male,8000,OBC,None,Shopkeeper,4,No,Yes,No,3,Yes,220,145,65.9,65,52,Yes,Yes,Yes
MR00435,8,13,Male,5000,SC,None,Labourer,8,Yes,Yes,Yes,2,Yes,220,179,81.4,81,50,Yes,No,No
MR00436,8,13,Female,18000,OBC,None,Clerk,8,No,No,Yes,1,Yes,220,210,95.5,95,57,Yes,No,No
MR00437,7,12,Female,5000,ST,Primary,Labourer,8,No,No,Yes,7,Yes,220,169,76.8,76,56,Yes,No,No
MR00438,10,15,Male,8000,OBC,Primary,Clerk,4,Yes,Yes,Yes,3,Yes,220,191,86.8,86,60,Yes,Yes,No
MR00439,10,15,Female,12000,OBC,Graduate,Clerk,6,No,No,Yes,4,Yes,220,161,73.2,73,43,Yes,Yes,Yes
MR00440,9,14,Female,5000,ST,Secondary,Clerk,7,Yes,Yes,No,7,No,220,165,75,75,58,Yes,Yes,No
MR00441,6,11,Male,8000,General,Graduate,Driver,7,Yes,No,Yes,6,Yes,220,179,81.4,81,60,Yes,Yes,Yes
MR00442,10,15,Female,5000,ST,Secondary,Clerk,7,Yes,Yes,No,6,Yes,220,167,75.9,75,56,Yes,No,Yes
MR00443,8,13,Male,5000,ST,Graduate,Farmer,8,Yes,No,No,3,Yes,220,158,71.8,71,62,Yes,No,No
MR00444,9,14,Male,7000,ST,Primary,Driver,8,No,Yes,Yes,4,Yes,220,187,85,85,62,Yes,Yes,Yes
MR00445,7,12,Female,6000,OBC,Graduate,Clerk,4,Yes,No,Yes,5,No,220,148,67.3,67,57,Yes,No,No
MR00446,6,11,Male,8000,OBC,Graduate,Clerk,4,No,Yes,No,2,Yes,220,124,56.4,56,57,Yes,Yes,No
MR00447,9,14,Male,6000,General,None,Clerk,7,No,Yes,Yes,4,Yes,220,206,93.6,93,70,Yes,No,No
MR00448,10,15,Male,7000,General,Secondary,Labourer,8,Yes,No,Yes,4,Yes,220,132,60,60,58,Yes,No,No
MR00449,7,12,Male,18000,OBC,None,Shopkeeper,5,Yes,No,No,6,No,220,185,84.1,84,74,Yes,No,Yes
MR00450,10,15,Male,12000,ST,Primary,Farmer,8,No,No,No,6,No,220,130,59.1,59,73,Yes,Yes,No
MR00451,9,14,Female,15000,General,Primary,Labourer,5,Yes,No,No,3,Yes,220,160,72.7,72,75,Yes,Yes,Yes
MR00452,8,13,Female,6000,SC,None,Labourer,8,Yes,No,Yes,1,Yes,220,159,72.3,72,74,Yes,No,No
MR00453,7,12,Male,7000,ST,None,Clerk,4,No,Yes,No,7,Yes,220,185,84.1,84,51,Yes,Yes,No
MR00454,6,11,Female,6000,General,None,Shopkeeper,4,No,Yes,Yes,1,Yes,220,123,55.9,55,68,Yes,No,No
MR00455,8,13,Female,6000,General,Graduate,Farmer,7,Yes,Yes,No,6,Yes,220,163,74.1,74,41,Yes,Yes,No
MR00456,7,12,Female,18000,General,None,Shopkeeper,7,No,Yes,Yes,3,Yes,220,177,80.5,80,74,Yes,No,No
MR00457,6,11,Female,6000,ST,Secondary,Clerk,6,Yes,No,No,4,No,220,159,72.3,72,50,Yes,No,Yes
MR00458,10,15,Female,18000,General,None,Labourer,7,No,Yes,No,3,Yes,220,154,70,70,54,Yes,No,Yes
MR00459,7,12,Female,15000,ST,None,Farmer,6,No,Yes,Yes,2,Yes,220,167,75.9,75,46,Yes,Yes,No
MR00460,7,12,Female,15000,SC,Secondary,Shopkeeper,6,Yes,No,Yes,6,No,220,200,90.9,90,47,Yes,Yes,No
MR00461,6,11,Male,12000,ST,Primary,Clerk,6,Yes,Yes,Yes,3,Yes,220,158,71.8,71,60,Yes,Yes,Yes
MR00462,6,11,Male,7000,General,Graduate,Shopkeeper,5,Yes,No,Yes,6,No,220,150,68.2,68,71,Yes,Yes,Yes
MR00463,7,12,Male,6000,OBC,Secondary,Labourer,8,Yes,Yes,No,5,Yes,220,151,68.6,68,47,Yes,Yes,No
MR00464,10,15,Male,18000,ST,Graduate,Labourer,8,No,Yes,Yes,3,Yes,220,173,78.6,78,74,Yes,Yes,Yes
MR00465,8,13,Female,6000,SC,Secondary,Farmer,6,Yes,Yes,Yes,3,Yes,220,179,81.4,81,52,Yes,No,No
MR00466,7,12,Female,18000,SC,Primary,Labourer,6,Yes,Yes,No,1,Yes,220,157,71.4,71,68,Yes,No,No
MR00467,9,14,Male,12000,ST,None,Labourer,7,No,Yes,No,6,No,220,171,77.7,77,74,Yes,Yes,No
MR00468,7,12,Female,5000,SC,Graduate,Driver,8,Yes,Yes,Yes,3,Yes,220,167,75.9,75,58,Yes,Yes,Yes
MR00469,9,14,Female,6000,SC,None,Shopkeeper,6,Yes,Yes,Yes,4,No,220,151,68.6,68,53,Yes,No,No
MR00470,8,13,Female,6000,SC,Primary,Driver,6,Yes,Yes,Yes,3,Yes,220,130,59.1,59,64,Yes,Yes,Yes
MR00471,6,11,Female,6000,ST,Primary,Shopkeeper,5,No,No,Yes,3,Yes,220,157,71.4,71,55,Yes,Yes,Yes
MR00472,10,15,Female,8000,SC,Secondary,Labourer,4,No,Yes,Yes,4,No,220,151,68.6,68,48,Yes,Yes,Yes
MR00473,6,11,Female,15000,SC,None,Farmer,6,No,Yes,No,5,No,220,140,63.6,63,67,Yes,Yes,No
MR00474,8,13,Female,7000,ST,Secondary,Shopkeeper,4,No,No,No,7,No,220,145,65.9,65,45,Yes,No,Yes
MR00475,7,12,Female,7000,OBC,None,Farmer,8,No,Yes,Yes,3,Yes,220,203,92.3,92,51,Yes,Yes,Yes
MR00476,9,14,Male,5000,OBC,Secondary,Driver,5,Yes,No,Yes,1,Yes,220,141,64.1,64,58,Yes,Yes,No
MR00477,7,12,Male,5000,General,Primary,Clerk,7,No,No,Yes,2,Yes,220,181,82.3,82,47,Yes,No,Yes
MR00478,9,14,Female,7000,OBC,None,Farmer,6,No,Yes,No,5,Yes,220,177,80.5,80,72,Yes,Yes,No
MR00479,8,13,Male,12000,OBC,Graduate,Labourer,4,No,Yes,Yes,4,No,220,199,90.5,90,69,Yes,No,Yes
MR00480,7,12,Female,8000,General,Primary,Shopkeeper,8,No,No,Yes,4,Yes,220,152,69.1,69,54,Yes,Yes,No
MR00481,9,14,Female,5000,General,Secondary,Clerk,4,Yes,Yes,Yes,5,Yes,220,210,95.5,95,68,Yes,Yes,Yes
MR00482,10,15,Male,15000,ST,None,Clerk,6,Yes,No,No,6,No,220,181,82.3,82,57,Yes,No,Yes
MR00483,8,13,Male,8000,ST,Primary,Clerk,6,No,No,No,4,Yes,220,194,88.2,88,64,Yes,Yes,No
MR00484,8,13,Male,5000,ST,None,Farmer,5,No,Yes,No,1,Yes,220,158,71.8,71,73,Yes,No,Yes
MR00485,8,13,Male,15000,SC,Graduate,Shopkeeper,4,Yes,No,No,5,No,220,143,65,65,49,Yes,Yes,No
MR00486,7,12,Male,12000,ST,Graduate,Labourer,5,No,No,Yes,6,No,220,188,85.5,85,75,Yes,Yes,Yes
MR00487,7,12,Male,8000,OBC,Secondary,Shopkeeper,5,No,No,No,3,Yes,220,179,81.4,81,56,Yes,No,Yes
MR00488,10,15,Female,8000,General,None,Labourer,5,Yes,No,No,4,Yes,220,165,75,75,46,Yes,Yes,Yes
MR00489,9,14,Female,8000,SC,Graduate,Driver,6,Yes,Yes,Yes,4,Yes,220,131,59.5,59,73,Yes,No,No
MR00490,7,12,Male,8000,General,Graduate,Driver,4,No,No,Yes,4,No,220,185,84.1,84,60,Yes,Yes,Yes
MR00491,6,11,Male,6000,OBC,Primary,Driver,8,Yes,No,No,4,No,220,157,71.4,71,53,Yes,Yes,Yes
MR00492,10,15,Male,6000,OBC,Graduate,Labourer,6,No,Yes,No,6,No,220,131,59.5,59,73,Yes,Yes,Yes
MR00493,8,13,Female,7000,OBC,None,Driver,8,Yes,No,Yes,4,No,220,195,88.6,88,72,Yes,No,No
MR00494,7,12,Male,5000,ST,None,Labourer,4,Yes,No,Yes,4,No,220,172,78.2,78,42,Yes,Yes,Yes
MR00495,7,12,Male,18000,SC,Secondary,Shopkeeper,4,No,No,Yes,5,Yes,220,185,84.1,84,48,Yes,Yes,No
MR00496,9,14,Female,12000,OBC,Primary,Clerk,7,No,Yes,Yes,5,No,220,194,88.2,88,61,Yes,Yes,Yes
MR00497,10,15,Female,15000,General,None,Shopkeeper,7,Yes,No,Yes,3,Yes,220,195,88.6,88,49,Yes,Yes,Yes
MR00498,9,14,Female,5000,General,Graduate,Shopkeeper,7,Yes,No,Yes,7,No,220,200,90.9,90,58,Yes,No,No
MR00499,10,15,Female,18000,OBC,None,Farmer,5,No,No,Yes,7,No,220,166,75.5,75,44,Yes,No,No
MR00500,8,13,Female,6000,SC,Secondary,Driver,6,No,No,Yes,6,Yes,220,202,91.8,91,52,Yes,Yes,No
MR00501,7,12,Female,18000,OBC,Secondary,Driver,7,Yes,No,No,5,Yes,220,187,85,85,47,Yes,Yes,Yes
MR00502,10,15,Male,15000,SC,Primary,Farmer,7,Yes,Yes,No,2,Yes,220,210,95.5,95,64,Yes,Yes,No
MR00503,9,14,Female,6000,OBC,Secondary,Farmer,4,Yes,No,Yes,7,No,220,135,61.4,61,64,Yes,No,No
MR00504,10,15,Male,5000,General,Primary,Labourer,5,No,No,Yes,3,Yes,220,124,56.4,56,51,Yes,No,No
MR00505,7,12,Male,15000,SC,Graduate,Clerk,7,No,No,No,4,No,220,178,80.9,80,41,Yes,Yes,Yes
MR00506,7,12,Male,12000,SC,Graduate,Clerk,4,Yes,No,Yes,2,Yes,220,199,90.5,90,41,Yes,Yes,No
MR00507,10,15,Female,12000,SC,Primary,Driver,4,No,No,Yes,1,Yes,220,155,70.5,70,42,Yes,Yes,No
MR00508,9,14,Male,18000,General,None,Labourer,6,No,Yes,No,6,No,220,172,78.2,78,45,Yes,No,No
MR00509,8,13,Female,5000,SC,None,Farmer,7,Yes,Yes,Yes,3,Yes,220,153,69.5,69,60,Yes,No,Yes
MR00510,10,15,Female,8000,OBC,Graduate,Clerk,7,No,Yes,No,5,No,220,126,57.3,57,40,Yes,Yes,No
MR00511,7,12,Female,5000,General,Graduate,Shopkeeper,8,Yes,Yes,No,5,Yes,220,210,95.5,95,57,Yes,Yes,No
MR00512,9,14,Male,8000,General,Secondary,Shopkeeper,8,Yes,Yes,No,4,No,220,194,88.2,88,75,Yes,Yes,No
MR00513,7,12,Male,18000,SC,Secondary,Farmer,6,Yes,Yes,No,2,Yes,220,185,84.1,84,40,Yes,No,No
MR00514,9,14,Male,7000,SC,Graduate,Driver,7,No,No,Yes,4,Yes,220,202,91.8,91,61,Yes,No,Yes
MR00515,6,11,Female,18000,SC,Primary,Farmer,6,No,Yes,Yes,2,Yes,220,127,57.7,57,67,Yes,No,No
MR00516,8,13,Female,18000,OBC,None,Farmer,5,Yes,No,No,6,Yes,220,166,75.5,75,57,Yes,Yes,No
MR00517,6,11,Male,18000,OBC,Secondary,Driver,7,No,Yes,No,6,No,220,198,90,90,53,Yes,Yes,Yes
MR00518,6,11,Female,12000,SC,Graduate,Clerk,8,No,Yes,No,7,No,220,201,91.4,91,72,Yes,Yes,Yes
MR00519,8,13,Male,5000,General,None,Labourer,7,Yes,Yes,No,3,Yes,220,180,81.8,81,49,Yes,Yes,Yes
MR00520,10,15,Female,7000,ST,None,Labourer,7,No,No,Yes,6,No,220,188,85.5,85,64,Yes,Yes,Yes
MR00521,8,13,Male,6000,OBC,Secondary,Driver,7,No,Yes,No,2,Yes,220,169,76.8,76,67,Yes,No,Yes
MR00522,9,14,Female,12000,General,Primary,Farmer,7,No,Yes,No,3,Yes,220,128,58.2,58,48,Yes,No,No
MR00523,7,12,Female,12000,General,Secondary,Labourer,8,No,Yes,Yes,4,No,220,129,58.6,58,75,Yes,Yes,No
MR00524,6,11,Male,15000,OBC,Secondary,Labourer,4,No,No,Yes,4,No,220,160,72.7,72,67,Yes,No,Yes
MR00525,8,13,Male,5000,OBC,Graduate,Labourer,4,No,No,Yes,1,Yes,220,152,69.1,69,70,Yes,No,Yes
MR00526,10,15,Male,8000,OBC,None,Clerk,4,No,No,Yes,1,Yes,220,197,89.5,89,41,Yes,No,No
MR00527,7,12,Male,7000,ST,None,Farmer,6,No,No,Yes,3,Yes,220,183,83.2,83,53,Yes,No,Yes
MR00528,10,15,Female,5000,General,Graduate,Clerk,5,Yes,Yes,Yes,4,Yes,220,154,70,70,56,Yes,Yes,Yes
MR00529,8,13,Male,18000,General,Secondary,Shopkeeper,6,Yes,No,Yes,2,Yes,220,158,71.8,71,53,Yes,Yes,Yes
MR00530,9,14,Male,7000,OBC,Graduate,Driver,6,No,No,Yes,2,Yes,220,134,60.9,60,48,Yes,No,Yes
MR00531,6,11,Female,15000,General,None,Shopkeeper,8,Yes,Yes,No,7,Yes,220,163,74.1,74,56,Yes,Yes,No
MR00532,10,15,Female,8000,SC,Secondary,Farmer,5,Yes,No,Yes,3,Yes,220,151,68.6,68,44,Yes,No,No
MR00533,10,15,Female,15000,ST,None,Clerk,7,No,No,No,1,Yes,220,129,58.6,58,69,Yes,Yes,Yes
MR00534,10,15,Male,12000,ST,None,Shopkeeper,7,No,Yes,Yes,7,No,220,163,74.1,74,58,Yes,No,No
MR00535,10,15,Female,7000,General,Primary,Clerk,4,Yes,No,Yes,2,Yes,220,138,62.7,62,46,Yes,Yes,No
MR00536,9,14,Female,18000,SC,Primary,Shopkeeper,5,Yes,No,No,4,Yes,220,167,75.9,75,54,Yes,Yes,No
MR00537,6,11,Female,7000,ST,Primary,Shopkeeper,4,No,Yes,No,6,Yes,220,140,63.6,63,50,Yes,Yes,No
MR00538,6,11,Male,18000,OBC,Primary,Labourer,4,No,Yes,Yes,5,Yes,220,151,68.6,68,68,Yes,Yes,Yes
MR00539,7,12,Female,8000,General,Primary,Clerk,6,Yes,No,No,1,Yes,220,180,81.8,81,69,Yes,No,No
MR00540,9,14,Male,15000,OBC,Graduate,Labourer,7,No,Yes,Yes,4,No,220,135,61.4,61,45,Yes,No,No
MR00541,10,15,Male,18000,OBC,Secondary,Farmer,5,Yes,Yes,Yes,6,No,220,162,73.6,73,69,Yes,No,Yes
MR00542,10,15,Male,18000,ST,None,Labourer,7,Yes,No,Yes,7,No,220,129,58.6,58,68,Yes,No,No
MR00543,8,13,Female,7000,OBC,Graduate,Farmer,6,No,Yes,Yes,4,Yes,220,168,76.4,76,69,Yes,No,No
MR00544,6,11,Female,6000,OBC,Graduate,Shopkeeper,8,No,Yes,No,3,Yes,220,190,86.4,86,64,Yes,No,Yes
MR00545,10,15,Female,15000,General,Secondary,Driver,6,No,Yes,Yes,1,Yes,220,149,67.7,67,73,Yes,No,No
MR00546,10,15,Male,6000,SC,None,Farmer,6,Yes,Yes,Yes,5,Yes,220,202,91.8,91,61,Yes,No,No
MR00547,10,15,Male,12000,General,Graduate,Clerk,7,Yes,Yes,Yes,6,Yes,220,184,83.6,83,73,Yes,No,No
MR00548,9,14,Female,18000,ST,Graduate,Clerk,4,No,No,Yes,3,Yes,220,171,77.7,77,52,Yes,Yes,No
MR00549,6,11,Female,12000,General,Primary,Driver,7,No,No,No,2,Yes,220,198,90,90,44,Yes,No,Yes
MR00550,6,11,Male,6000,ST,Graduate,Labourer,7,No,Yes,Yes,1,Yes,220,137,62.3,62,47,Yes,No,No
MR00551,10,15,Female,15000,ST,Primary,Shopkeeper,4,Yes,No,No,5,Yes,220,196,89.1,89,70,Yes,Yes,Yes
MR00552,10,15,Male,6000,SC,Secondary,Clerk,4,Yes,Yes,No,4,No,220,143,65,65,44,Yes,Yes,Yes
MR00553,9,14,Male,18000,SC,Primary,Labourer,5,No,Yes,No,7,No,220,147,66.8,66,56,Yes,No,No
MR00554,7,12,Female,7000,OBC,Primary,Farmer,6,No,Yes,No,4,No,220,126,57.3,57,58,Yes,Yes,No
MR00555,7,12,Male,5000,ST,Primary,Labourer,7,No,No,No,5,Yes,220,208,94.5,94,53,Yes,No,Yes
MR00556,9,14,Female,15000,General,Primary,Clerk,6,No,Yes,Yes,3,Yes,220,163,74.1,74,59,Yes,Yes,No
MR00557,8,13,Female,6000,General,Primary,Shopkeeper,8,No,No,Yes,2,Yes,220,141,64.1,64,68,Yes,Yes,Yes
MR00558,10,15,Female,7000,ST,Graduate,Clerk,5,Yes,Yes,No,2,Yes,220,188,85.5,85,52,Yes,No,Yes
MR00559,6,11,Female,7000,General,None,Driver,7,Yes,Yes,Yes,5,No,220,187,85,85,67,Yes,No,No
MR00560,10,15,Male,5000,OBC,Secondary,Clerk,5,Yes,No,Yes,5,No,220,128,58.2,58,40,Yes,No,Yes
MR00561,7,12,Female,12000,General,Graduate,Labourer,4,Yes,No,No,2,Yes,220,196,89.1,89,40,Yes,Yes,Yes
MR00562,9,14,Female,12000,General,None,Farmer,4,No,Yes,No,7,No,220,175,79.5,79,70,Yes,Yes,No
MR00563,8,13,Female,7000,General,Graduate,Farmer,5,No,Yes,No,3,Yes,220,159,72.3,72,70,Yes,No,No
MR00564,7,12,Male,5000,ST,Secondary,Labourer,8,Yes,No,No,1,Yes,220,210,95.5,95,48,Yes,No,No
MR00565,7,12,Female,8000,SC,Primary,Labourer,7,Yes,Yes,No,3,Yes,220,159,72.3,72,70,Yes,Yes,Yes
MR00566,7,12,Male,18000,General,Primary,Clerk,7,Yes,Yes,No,3,Yes,220,177,80.5,80,55,Yes,No,No
MR00567,9,14,Male,7000,SC,Primary,Clerk,5,No,No,No,2,Yes,220,169,76.8,76,70,Yes,Yes,No
MR00568,6,11,Male,6000,SC,Graduate,Driver,8,No,No,No,2,Yes,220,197,89.5,89,48,Yes,No,No
MR00569,10,15,Female,5000,General,None,Farmer,5,No,No,No,4,No,220,146,66.4,66,61,Yes,Yes,No
MR00570,8,13,Female,5000,OBC,Secondary,Clerk,4,No,No,No,3,Yes,220,192,87.3,87,48,Yes,Yes,Yes
MR00571,9,14,Male,18000,General,Graduate,Labourer,5,No,No,Yes,6,Yes,220,134,60.9,60,67,Yes,No,Yes
MR00572,6,11,Female,5000,General,Primary,Driver,4,Yes,No,No,4,Yes,220,127,57.7,57,75,Yes,Yes,No
MR00573,10,15,Male,18000,SC,Secondary,Driver,7,Yes,Yes,No,7,No,220,137,62.3,62,57,Yes,No,No
MR00574,8,13,Female,15000,ST,Primary,Labourer,6,Yes,Yes,Yes,3,Yes,220,161,73.2,73,42,Yes,No,Yes
MR00575,9,14,Male,18000,SC,None,Driver,6,No,No,Yes,4,No,220,164,74.5,74,54,Yes,No,Yes
MR00576,10,15,Male,18000,SC,None,Farmer,8,Yes,No,No,2,Yes,220,162,73.6,73,46,Yes,No,No
MR00577,8,13,Male,6000,General,Secondary,Clerk,7,Yes,No,Yes,4,No,220,152,69.1,69,62,Yes,No,No
MR00578,6,11,Female,18000,SC,None,Clerk,4,No,No,Yes,5,No,220,210,95.5,95,73,Yes,Yes,Yes
MR00579,9,14,Male,15000,General,Graduate,Labourer,4,Yes,Yes,No,5,Yes,220,138,62.7,62,69,Yes,Yes,Yes
MR00580,9,14,Male,6000,SC,Primary,Clerk,8,Yes,Yes,No,3,Yes,220,154,70,70,51,Yes,No,Yes
MR00581,7,12,Male,6000,ST,Secondary,Shopkeeper,8,Yes,Yes,No,4,No,220,154,70,70,43,Yes,No,No
MR00582,10,15,Male,7000,OBC,Secondary,Shopkeeper,4,No,Yes,No,5,No,220,188,85.5,85,40,Yes,No,No
MR00583,9,14,Male,6000,SC,Secondary,Driver,7,Yes,Yes,Yes,3,Yes,220,140,63.6,63,43,Yes,Yes,Yes
MR00584,7,12,Male,7000,OBC,None,Labourer,8,Yes,No,Yes,6,Yes,220,156,70.9,70,58,Yes,Yes,Yes
MR00585,8,13,Male,7000,SC,Primary,Labourer,7,No,Yes,No,5,No,220,145,65.9,65,55,Yes,No,No
MR00586,8,13,Female,18000,ST,None,Labourer,8,Yes,No,No,5,Yes,220,154,70,70,70,Yes,Yes,Yes
MR00587,9,14,Male,7000,ST,Graduate,Labourer,7,No,Yes,No,7,Yes,220,148,67.3,67,42,Yes,Yes,No
MR00588,8,13,Male,7000,OBC,Graduate,Clerk,8,Yes,No,No,1,Yes,220,160,72.7,72,48,Yes,No,No
MR00589,6,11,Male,7000,OBC,None,Farmer,6,No,Yes,Yes,6,No,220,179,81.4,81,49,Yes,No,No
MR00590,9,14,Male,8000,General,Secondary,Labourer,6,No,Yes,Yes,4,Yes,220,164,74.5,74,66,Yes,No,No
MR00591,10,15,Female,8000,OBC,Primary,Driver,5,No,Yes,Yes,4,Yes,220,128,58.2,58,73,Yes,No,Yes
MR00592,6,11,Female,7000,ST,Graduate,Labourer,4,No,Yes,Yes,4,No,220,174,79.1,79,58,Yes,Yes,No
MR00593,10,15,Female,18000,General,None,Labourer,4,Yes,No,No,3,Yes,220,181,82.3,82,41,Yes,No,Yes
MR00594,8,13,Female,7000,General,Graduate,Farmer,4,Yes,Yes,No,5,Yes,220,171,77.7,77,51,Yes,Yes,Yes
MR00595,10,15,Male,12000,ST,Secondary,Clerk,6,Yes,Yes,Yes,6,No,220,151,68.6,68,64,Yes,Yes,No
MR00596,8,13,Female,7000,SC,Primary,Shopkeeper,4,Yes,Yes,No,1,Yes,220,124,56.4,56,61,Yes,Yes,Yes
MR00597,7,12,Male,8000,ST,Secondary,Shopkeeper,8,No,No,Yes,4,Yes,220,191,86.8,86,41,Yes,Yes,Yes
MR00598,8,13,Male,6000,ST,Primary,Clerk,6,No,No,Yes,5,Yes,220,134,60.9,60,69,Yes,Yes,Yes
MR00599,9,14,Male,12000,ST,Primary,Driver,6,No,Yes,No,2,Yes,220,159,72.3,72,71,Yes,No,Yes
MR00600,8,13,Male,6000,SC,Graduate,Farmer,6,No,No,No,4,No,220,127,57.7,57,42,Yes,Yes,No
MR00601,7,12,Male,15000,OBC,Secondary,Labourer,6,No,No,Yes,7,Yes,220,163,74.1,74,68,Yes,No,No
MR00602,7,12,Male,18000,ST,Secondary,Shopkeeper,5,No,No,No,7,Yes,220,129,58.6,58,50,Yes,Yes,Yes
MR00603,9,14,Female,6000,SC,None,Driver,6,No,Yes,No,5,Yes,220,124,56.4,56,75,Yes,No,Yes
MR00604,10,15,Female,6000,ST,None,Shopkeeper,6,Yes,No,No,6,Yes,220,131,59.5,59,75,Yes,Yes,No
MR00605,8,13,Male,12000,OBC,Primary,Farmer,5,No,Yes,No,1,Yes,220,207,94.1,94,65,Yes,Yes,No
MR00606,7,12,Male,6000,General,Secondary,Driver,6,No,Yes,Yes,1,Yes,220,150,68.2,68,45,Yes,No,Yes
MR00607,10,15,Male,18000,OBC,Primary,Labourer,8,Yes,Yes,Yes,1,Yes,220,122,55.5,55,63,Yes,No,Yes
MR00608,6,11,Male,18000,OBC,Primary,Shopkeeper,8,Yes,Yes,No,7,No,220,123,55.9,55,69,Yes,Yes,No
MR00609,7,12,Male,18000,OBC,None,Farmer,5,Yes,No,Yes,2,Yes,220,154,70,70,67,Yes,No,No
MR00610,10,15,Female,12000,OBC,Secondary,Labourer,7,No,Yes,Yes,5,Yes,220,154,70,70,52,Yes,No,Yes
MR00611,6,11,Female,12000,General,Graduate,Clerk,5,Yes,No,Yes,4,No,220,210,95.5,95,66,Yes,Yes,Yes
MR00612,9,14,Male,6000,General,None,Labourer,7,No,Yes,No,5,Yes,220,177,80.5,80,66,Yes,No,No
MR00613,6,11,Female,18000,SC,None,Clerk,8,No,No,Yes,2,Yes,220,192,87.3,87,67,Yes,Yes,Yes
MR00614,10,15,Female,7000,General,Secondary,Farmer,5,Yes,No,Yes,7,Yes,220,181,82.3,82,42,Yes,No,Yes
MR00615,6,11,Male,6000,SC,Primary,Shopkeeper,8,Yes,No,No,1,Yes,220,204,92.7,92,61,Yes,Yes,No
MR00616,10,15,Female,12000,OBC,Secondary,Driver,6,Yes,Yes,No,6,No,220,133,60.5,60,40,Yes,No,No
MR00617,7,12,Female,18000,OBC,Primary,Driver,8,Yes,No,Yes,1,Yes,220,147,66.8,66,63,Yes,Yes,Yes
MR00618,10,15,Female,15000,SC,Primary,Farmer,8,Yes,No,Yes,2,Yes,220,153,69.5,69,47,Yes,Yes,Yes
MR00619,9,14,Female,18000,SC,Graduate,Clerk,7,No,Yes,Yes,2,Yes,220,167,75.9,75,41,Yes,No,Yes
MR00620,9,14,Female,15000,ST,Primary,Farmer,4,No,No,No,2,Yes,220,194,88.2,88,48,Yes,Yes,Yes
MR00621,8,13,Female,5000,SC,Graduate,Driver,6,No,Yes,Yes,6,Yes,220,194,88.2,88,45,Yes,No,No
MR00622,9,14,Female,5000,SC,Primary,Clerk,7,No,Yes,No,1,Yes,220,146,66.4,66,73,Yes,No,No
MR00623,6,11,Female,12000,SC,Secondary,Driver,4,Yes,No,Yes,2,Yes,220,128,58.2,58,43,Yes,Yes,Yes
MR00624,7,12,Male,8000,OBC,Graduate,Shopkeeper,6,Yes,Yes,Yes,6,No,220,201,91.4,91,59,Yes,No,Yes
MR00625,6,11,Male,18000,SC,Secondary,Clerk,6,Yes,Yes,No,6,Yes,220,198,90,90,48,Yes,No,No
MR00626,10,15,Female,6000,General,Graduate,Shopkeeper,6,Yes,No,Yes,7,No,220,152,69.1,69,69,Yes,No,No
MR00627,6,11,Female,8000,ST,Primary,Shopkeeper,8,No,Yes,No,5,No,220,195,88.6,88,59,Yes,No,Yes
MR00628,9,14,Male,6000,OBC,Graduate,Clerk,8,Yes,Yes,Yes,5,Yes,220,152,69.1,69,50,Yes,No,No
MR00629,9,14,Male,7000,General,Primary,Driver,5,No,No,Yes,3,Yes,220,141,64.1,64,48,Yes,No,No
MR00630,7,12,Female,5000,ST,None,Labourer,6,Yes,Yes,Yes,2,Yes,220,146,66.4,66,44,Yes,Yes,Yes
MR00631,8,13,Male,15000,OBC,Graduate,Driver,8,Yes,No,No,2,Yes,220,204,92.7,92,66,Yes,No,No
